id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
Uda-CqNfow8Gh4rgtdhJZg,tomatoes-ii-pizzeria-carnegie,Tomatoes II Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/FFvYSy7ZNkai2FJONPjXbg/o.jpg,False,https://www.yelp.com/biz/tomatoes-ii-pizzeria-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,65,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]",4.0,"['delivery', 'pickup']",$$,+14127457474,(412) 745-7474,2729.312332388578,40.397371981457,-80.0838390876926,1069 Washington Ave,,Glenn Scott Plz,Carnegie,15106,US,PA,"['1069 Washington Ave', 'Glenn Scott Plz', 'Carnegie, PA 15106']"
cIYNAMVpGVWwTpQvH1QvSg,island-spice-carribean-restaurant-carnegie,Island Spice Carribean Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/koLWDJP6RXSu7Ku1Rl236Q/o.jpg,False,https://www.yelp.com/biz/island-spice-carribean-restaurant-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,29,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",4.5,['delivery'],$$,,,2641.0988781280203,40.39711373988665,-80.08511396236398,1160 Washington Ave,,,Carnegie,15106,US,PA,"['1160 Washington Ave', 'Carnegie, PA 15106']"
0ge5d8zQ75QMe9PBky_2eg,albertas-pizza-pittsburgh,Alberta's Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/v3WpnbqZlN0AK2M4upLD-Q/o.jpg,False,https://www.yelp.com/biz/albertas-pizza-pittsburgh?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,18,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.5,[],,,,266.7723564192715,40.40309,-80.08861,,,,Pittsburgh,15106,US,PA,"['Pittsburgh, PA 15106']"
51OCJUK6MLemGiUwwmItxA,seoul-korean-bbq-carnegie,Seoul Korean BBQ,https://s3-media3.fl.yelpcdn.com/bphoto/ajLAL8K1HqR98X-rBILrVA/o.jpg,False,https://www.yelp.com/biz/seoul-korean-bbq-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,14,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",5.0,[],,+14124895134,(412) 489-5134,1737.243284281317,40.40235,-80.09396,525 W. Main St,,,Carnegie,15106,US,PA,"['525 W. Main St', 'Carnegie, PA 15106']"
9p4oekUddRG-ZDxUzYCEGw,bobs-diner-carnegie,Bob's Diner,https://s3-media1.fl.yelpcdn.com/bphoto/ZFpSzhseGhy7BUk0G_qfrQ/o.jpg,False,https://www.yelp.com/biz/bobs-diner-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,86,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,['delivery'],$,+14124297400,(412) 429-7400,2425.5448034341453,40.4098243713379,-80.085334777832,211 Mansfield Blvd,,,Carnegie,15106,US,PA,"['211 Mansfield Blvd', 'Carnegie, PA 15106']"
3BWbaMNbhS8PrBzGEGoOEw,afghan-kabab-house-carnegie,Afghan Kabab House,https://s3-media2.fl.yelpcdn.com/bphoto/ICmO4BUTYC6Jo6yYc0HUwA/o.jpg,False,https://www.yelp.com/biz/afghan-kabab-house-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,25,"[{'alias': 'afghani', 'title': 'Afghan'}, {'alias': 'kebab', 'title': 'Kebab'}]",4.5,"['delivery', 'pickup']",,+14128575130,(412) 857-5130,2445.6015065914476,40.4088392,-80.08493681104424,231 E Main St,,,Carnegie,15106,US,PA,"['231 E Main St', 'Carnegie, PA 15106']"
BJz2p9TJ6t9Po4TT0GeHFw,rennerdale-corner-store-carnegie,Rennerdale Corner Store,https://s3-media3.fl.yelpcdn.com/bphoto/zn_gCiTx20MOFQOCxvIqwA/o.jpg,False,https://www.yelp.com/biz/rennerdale-corner-store-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,12,"[{'alias': 'pizza', 'title': 'Pizza'}]",5.0,"['pickup', 'delivery']",$,+14122768964,(412) 276-8964,2515.6241729781354,40.39838062203,-80.14132922011972,148 Noblestown Rd,,,Carnegie,15106,US,PA,"['148 Noblestown Rd', 'Carnegie, PA 15106']"
0pT74B6YjqnCtbQIqB6mmA,kristas-deli-catering-carnegie,Krista's Deli Catering,https://s3-media2.fl.yelpcdn.com/bphoto/DbQZFtFG454KYwvkSBqKCQ/o.jpg,False,https://www.yelp.com/biz/kristas-deli-catering-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,16,"[{'alias': 'delis', 'title': 'Delis'}]",4.5,"['pickup', 'delivery']",,+14124094922,(412) 409-4922,2564.5801221210504,40.409654333238684,-80.0836459,331 Main St,,,Carnegie,15106,US,PA,"['331 Main St', 'Carnegie, PA 15106']"
jNRel3qYXhGcyNoksWk9jQ,dagnys-eatery-carnegie,Dagny's Eatery,https://s3-media2.fl.yelpcdn.com/bphoto/Rd7Ah_uVr0KSJ8_1XZL3oA/o.jpg,False,https://www.yelp.com/biz/dagnys-eatery-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,14,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",5.0,[],,+14124086041,(412) 408-6041,2315.352696364184,40.40754,-80.08628,114 East Main St,,,Carnegie,15106,US,PA,"['114 East Main St', 'Carnegie, PA 15106']"
FMswFXp_tLtL3VF9KUczYg,pizzeria-davide-carnegie,Pizzeria Davide,https://s3-media2.fl.yelpcdn.com/bphoto/TYc4gMiXpYkPuH7hNOU9IQ/o.jpg,False,https://www.yelp.com/biz/pizzeria-davide-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,21,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,['delivery'],,+14125049100,(412) 504-9100,2074.7614077244107,40.40328,-80.08955,221 2nd Ave,,,Carnegie,15106,US,PA,"['221 2nd Ave', 'Carnegie, PA 15106']"
eas5_3N9aqlX56v3MCLBSQ,mindful-brewing-company-asadero-carnegie-2,Mindful Brewing Company Asadero,https://s3-media3.fl.yelpcdn.com/bphoto/CV__FAIwbgBDibF860huHA/o.jpg,False,https://www.yelp.com/biz/mindful-brewing-company-asadero-carnegie-2?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,40,"[{'alias': 'brewpubs', 'title': 'Brewpubs'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.5,['delivery'],,,,2799.7346725563357,40.39876,-80.08228,1001 Washington Ave,,,Carnegie,15106,US,PA,"['1001 Washington Ave', 'Carnegie, PA 15106']"
k4Vhhh4h4cNCQmnxWiy79Q,pizza-americana-carnegie,Pizza Americana,https://s3-media3.fl.yelpcdn.com/bphoto/IsJC4Yobld6ApnD6OY6XNw/o.jpg,False,https://www.yelp.com/biz/pizza-americana-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,27,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"['pickup', 'delivery']",$,+14122002782,(412) 200-2782,2894.039805459007,40.3885442,-80.089132,1917 E Railroad St,,,Carnegie,15106,US,PA,"['1917 E Railroad St', 'Carnegie, PA 15106']"
bissv52dx3lT7kAgEmIDEQ,big-shot-bobs-house-of-wings-carnegie-carnegie-3,Big Shot Bob's House of Wings - Carnegie,https://s3-media1.fl.yelpcdn.com/bphoto/gXcf-09q1PJhCUtUJvznmw/o.jpg,False,https://www.yelp.com/biz/big-shot-bobs-house-of-wings-carnegie-carnegie-3?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,67,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.0,"['pickup', 'delivery']",$,+14122768887,(412) 276-8887,2744.359099825033,40.39882,-80.08286,1006 Washington Ave,,,Carnegie,15106,US,PA,"['1006 Washington Ave', 'Carnegie, PA 15106']"
GvCblda5MdYBqNFBUlHuyg,barbs-country-junction-cafe-carnegie,Barb's Country Junction Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/-tFVBqvp-1sXf49pslzYTA/o.jpg,False,https://www.yelp.com/biz/barbs-country-junction-cafe-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,14,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,['delivery'],$,+14122769623,(412) 276-9623,2022.8224756197692,40.40464,-80.08998,202 3rd Ave,,,Carnegie,15106,US,PA,"['202 3rd Ave', 'Carnegie, PA 15106']"
9eeOPBfiQ7ThdauEcivYkw,rayas-pizzeria-carnegie,Raya's Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/BmoY-oioK8tGeT7l_NAlOQ/o.jpg,False,https://www.yelp.com/biz/rayas-pizzeria-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,26,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,['delivery'],$,+14122793311,(412) 279-3311,2662.56471281084,40.41038,-80.08257,401 E Main St,,,Carnegie,15106,US,PA,"['401 E Main St', 'Carnegie, PA 15106']"
Wqdws1zeQYTzV_7jq1a0hw,don-don-chinese-restaurant-carnegie,Don Don Chinese Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/luin-Dlg7gKbKkfl5JjQeg/o.jpg,False,https://www.yelp.com/biz/don-don-chinese-restaurant-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,24,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"['delivery', 'pickup']",$,+14122795567,(412) 279-5567,2373.285005272167,40.4079873,-80.0857029,146 E Main St,,,Carnegie,15106,US,PA,"['146 E Main St', 'Carnegie, PA 15106']"
o4Oq7PXFIfxjV9apq-lO9w,ellys-carnegie,Elly's,https://s3-media2.fl.yelpcdn.com/bphoto/FG9IrLXUYHIjYRe-11FN8Q/o.jpg,False,https://www.yelp.com/biz/ellys-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,10,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"['delivery', 'pickup']",,+14122768610,(412) 276-8610,2687.189440243738,40.3965225,-80.084871333,1201 Washington Ave,,,Carnegie,15106,US,PA,"['1201 Washington Ave', 'Carnegie, PA 15106']"
-qSmAF1bILHpcuqsQMDTgg,mannys-rook-station-cafe-carnegie,Manny's Rook Station Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/3cXp749ETsgPiso4MWJqqA/o.jpg,False,https://www.yelp.com/biz/mannys-rook-station-cafe-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,9,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,['delivery'],$,+14124299353,(412) 429-9353,3987.98956150195,40.41517,-80.06792,201 Hawthorne St,,,Carnegie,15106,US,PA,"['201 Hawthorne St', 'Carnegie, PA 15106']"
p4t_COtriqckF35I52958g,vocelli-pizza-carnegie,Vocelli Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/vh1j3e476mDUmzgxnqKTmA/o.jpg,False,https://www.yelp.com/biz/vocelli-pizza-carnegie?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,6,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,[],,+14122799100,(412) 279-9100,3785.3202292953015,40.391258,-80.068984,2101 Greentree Rd,,,Carnegie,15106,US,PA,"['2101 Greentree Rd', 'Carnegie, PA 15106']"
m-_3sNY0eLsPp__2C647oA,long-john-silvers-carnegie-2,Long John Silver's,https://s3-media2.fl.yelpcdn.com/bphoto/CxpzmNycH89aS-Ic5ZLViA/o.jpg,False,https://www.yelp.com/biz/long-john-silvers-carnegie-2?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,13,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.0,['delivery'],$,+14122792726,(412) 279-2726,2827.2187253061797,40.387159,-80.092245,2100 Washington Pike,,,Carnegie,15106,US,PA,"['2100 Washington Pike', 'Carnegie, PA 15106']"
vNQkym5qZ-E-4AJ4IQ5JEg,alla-famiglia-pittsburgh,Alla Famiglia,https://s3-media2.fl.yelpcdn.com/bphoto/s09k3Tu4d91hVcI-W746gQ/o.jpg,False,https://www.yelp.com/biz/alla-famiglia-pittsburgh?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,329,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,['delivery'],$$$$,+14124881440,(412) 488-1440,2448.6512715193417,40.421624,-79.993437,804 E Warrington Ave,,,Pittsburgh,15210,US,PA,"['804 E Warrington Ave', 'Pittsburgh, PA 15210']"
dBCDRobULrxeSDvQyudcKQ,onion-maiden-pittsburgh,Onion Maiden,https://s3-media2.fl.yelpcdn.com/bphoto/xzBRv5Ijw8xRh3lwaXkkEA/o.jpg,False,https://www.yelp.com/biz/onion-maiden-pittsburgh?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,215,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,['delivery'],$$,+14125867347,(412) 586-7347,2615.3972578703215,40.4218526,-79.9967605,639 E Warrington Ave,,,Pittsburgh,15210,US,PA,"['639 E Warrington Ave', 'Pittsburgh, PA 15210']"
gZCpY4tmSctmHkvPipp3wg,leons-caribbean-restaurant-pittsburgh,Leon's Caribbean Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/X1gI8WU5GVPEGnmqWOimXA/o.jpg,False,https://www.yelp.com/biz/leons-caribbean-restaurant-pittsburgh?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,78,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.5,"['delivery', 'pickup']",$,+14124315366,(412) 431-5366,2440.4378809385526,40.4219627,-79.9928207,823 E Warrington Ave,,,Pittsburgh,15210,US,PA,"['823 E Warrington Ave', 'Pittsburgh, PA 15210']"
lFSF5XRwn-ibJLj5efDIjg,union-pie-co-pittsburgh,Union Pie Co,https://s3-media2.fl.yelpcdn.com/bphoto/e48ufBntT7Go8n_sjt9Nsw/o.jpg,False,https://www.yelp.com/biz/union-pie-co-pittsburgh?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,50,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"['delivery', 'pickup']",,+14128841684,(412) 884-1684,1525.3782325756097,40.39553,-79.98733,1914 Brownsville Rd,,,Pittsburgh,15210,US,PA,"['1914 Brownsville Rd', 'Pittsburgh, PA 15210']"
g3yEgUCb6IIM1eVCKP5dWw,nepali-asian-restaurant-pittsburgh,Nepali Asian Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/aymvx6HyENq8LPEWqoLIKQ/o.jpg,False,https://www.yelp.com/biz/nepali-asian-restaurant-pittsburgh?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,23,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",4.5,['delivery'],,+14129804612,(412) 980-4612,1785.4348188315128,40.392438,-79.987222,2122 Brownsville Rd,,,Pittsburgh,15210,US,PA,"['2122 Brownsville Rd', 'Pittsburgh, PA 15210']"
bjNPnV_EVfjBBZ-9621Izg,eggs-and-moore-pittsburgh-3,Eggs & Moore,https://s3-media3.fl.yelpcdn.com/bphoto/sZGyqUquPVcQ5kfmwI6khw/o.jpg,False,https://www.yelp.com/biz/eggs-and-moore-pittsburgh-3?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,24,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$,+14128637288,(412) 863-7288,1357.3679132612058,40.41698,-79.9733,2332 Arlington Ave,,,Pittsburgh,15210,US,PA,"['2332 Arlington Ave', 'Pittsburgh, PA 15210']"
