id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
IL3qkg22Zb0s8B9aJYle9w,tootsies-diner-coraopolis,Tootsie's Diner,https://s3-media2.fl.yelpcdn.com/bphoto/yq6En7x6eEaDgbz55ojx3w/o.jpg,False,https://www.yelp.com/biz/tootsies-diner-coraopolis?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,91,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"['delivery', 'pickup']",$,+14122641400,(412) 264-1400,2882.1601983002283,40.520363,-80.171706,701 5th Ave,,,Coraopolis,15108,US,PA,"['701 5th Ave', 'Coraopolis, PA 15108']"
1hqOjPxgH8IXE4bNq6DFiw,wings-suds-and-spuds-moon-township,Wings Suds & Spuds,https://s3-media2.fl.yelpcdn.com/bphoto/miAyfuL5wzKg5tSpJiyGIg/o.jpg,False,https://www.yelp.com/biz/wings-suds-and-spuds-moon-township?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,145,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.5,['delivery'],$$,+14122641866,(412) 264-1866,2784.1646179825225,40.505375,-80.2231591,8806 University Blvd,,,Moon Township,15108,US,PA,"['8806 University Blvd', 'Moon Township, PA 15108']"
vEwazCciremwBgkRJgfXtw,kiyoshi-coraopolis,Kiyoshi,https://s3-media3.fl.yelpcdn.com/bphoto/_nvOrv090FDgaMomTtWA8Q/o.jpg,False,https://www.yelp.com/biz/kiyoshi-coraopolis?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,106,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.5,"['delivery', 'pickup']",$$,+14122692677,(412) 269-2677,3228.3198367591826,40.51878,-80.21929,6506 University Blvd,,,Coraopolis,15108,US,PA,"['6506 University Blvd', 'Coraopolis, PA 15108']"
DwSFTVUZX0xIE6T54yp2JQ,patricks-pub-and-grille-moon-township,Patrick's Pub and Grille,https://s3-media3.fl.yelpcdn.com/bphoto/oWB_nLMdPOZzOf1CL3uFIA/o.jpg,False,https://www.yelp.com/biz/patricks-pub-and-grille-moon-township?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,130,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,"['delivery', 'pickup']",$$,+17244579770,(724) 457-9770,6809.4711969862565,40.5466245750706,-80.2421342698364,1207 Spring Run Rd Ext,,,Moon Township,15108,US,PA,"['1207 Spring Run Rd Ext', 'Moon Township, PA 15108']"
zmoQ2eIDyeKlKVGA8p9esQ,big-shot-bobs-house-of-wings-coraopolis-coraopolis,Big Shot Bob's House of Wings - Coraopolis,https://s3-media1.fl.yelpcdn.com/bphoto/JilLI4LcjHjUOPZncyb0FA/o.jpg,False,https://www.yelp.com/biz/big-shot-bobs-house-of-wings-coraopolis-coraopolis?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,73,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],$$,+14122697468,(412) 269-7468,3513.8587392372137,40.5135343,-80.1542723,1534 5th Ave,,,Coraopolis,15108,US,PA,"['1534 5th Ave', 'Coraopolis, PA 15108']"
YMmeklYjLpf2ehFxLQ7Xyw,tropical-smoothie-cafe-moon-township,Tropical Smoothie Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/bhrpbIudGhey-cdP7jVxaQ/o.jpg,False,https://www.yelp.com/biz/tropical-smoothie-cafe-moon-township?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,18,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"['delivery', 'pickup']",,+14125072140,(412) 507-2140,2686.422395387969,40.500614765276175,-80.22298120905185,9898 University Blvd,Ste 60,,Moon Township,15108,US,PA,"['9898 University Blvd', 'Ste 60', 'Moon Township, PA 15108']"
OSLNYVnB69k6zO9jYzRPuA,pizza-decasa-coraopolis,Pizza Decasa,https://s3-media2.fl.yelpcdn.com/bphoto/9orLZHyv_2Hr3rDikS9RmQ/o.jpg,False,https://www.yelp.com/biz/pizza-decasa-coraopolis?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,60,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"['delivery', 'pickup']",$,+14122622272,(412) 262-2272,2437.2668754318424,40.5209885,-80.1929474,101 Fern Hollow Rd,,,Coraopolis,15108,US,PA,"['101 Fern Hollow Rd', 'Coraopolis, PA 15108']"
qYdpN-NsF3pEioxGGjbKMQ,the-burgh-sportz-bar-coraopolis-3,The Burgh Sportz Bar,https://s3-media4.fl.yelpcdn.com/bphoto/kktEPLAc8xw5PMeqfqcY6g/o.jpg,False,https://www.yelp.com/biz/the-burgh-sportz-bar-coraopolis-3?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,80,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,[],$$,+14124725005,(412) 472-5005,4585.085393689469,40.494871,-80.245203,1000 Airport Blvd,,,Coraopolis,15108,US,PA,"['1000 Airport Blvd', 'Coraopolis, PA 15108']"
P3dBcZh_Hmr1wVWFZn2b-g,hunan-chinese-restaurant-coraopolis-3,Hunan Chinese Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/17m0Yc88_BMSCuNExkdrAA/o.jpg,False,https://www.yelp.com/biz/hunan-chinese-restaurant-coraopolis-3?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,47,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"['delivery', 'pickup']",$$,+14122621322,(412) 262-1322,1675.1701772592019,40.50552802142045,-80.20920937482619,1136 E Thorn Run Rd,,,Coraopolis,15108,US,PA,"['1136 E Thorn Run Rd', 'Coraopolis, PA 15108']"
bftSQN9eaE5EQBe3ZztN8Q,angelias-pizza-moon-township,Angelia's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/ho2z_lyYUiARao4fT1B1Ag/o.jpg,False,https://www.yelp.com/biz/angelias-pizza-moon-township?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,63,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.5,"['delivery', 'pickup']",$$,+14122624976,(412) 262-4976,3130.3555966939302,40.5131188,-80.223404,202 Moon Clinton Rd,,,Moon Township,15108,US,PA,"['202 Moon Clinton Rd', 'Moon Township, PA 15108']"
MSX-vRTxCmKLNITfdGEiOw,pizza-bella-coraopolis,Pizza Bella,https://s3-media3.fl.yelpcdn.com/bphoto/WWAruBi67l84PNTcqyzXSw/o.jpg,False,https://www.yelp.com/biz/pizza-bella-coraopolis?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,25,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,['delivery'],$$,+14122991990,(412) 299-1990,1750.7328099609051,40.50617704444075,-80.20978902883505,1136 Thorn Run Rd,,,Coraopolis,15108,US,PA,"['1136 Thorn Run Rd', 'Coraopolis, PA 15108']"
Iabd_rGdOvdpySBeluFs5w,cardello-pizza-pittsburgh,Cardello Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/bu_oHsCHbXeBK5muKHuZNg/o.jpg,False,https://www.yelp.com/biz/cardello-pizza-pittsburgh?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,71,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.5,"['delivery', 'pickup']",$$,+14122641000,(412) 264-1000,3549.40935291402,40.5126886699747,-80.2292787765456,261 Moon Clinton Rd,,,Pittsburgh,15108,US,PA,"['261 Moon Clinton Rd', 'Pittsburgh, PA 15108']"
xOYJ5-WqKdGy5l4nviDU-A,mike-and-tonys-gyros-moon,Mike & Tony's Gyros,https://s3-media1.fl.yelpcdn.com/bphoto/uGSwvdgAtJfsHou9Ig1mzA/o.jpg,False,https://www.yelp.com/biz/mike-and-tonys-gyros-moon?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,68,"[{'alias': 'greek', 'title': 'Greek'}]",3.5,['delivery'],$$,+14122645100,(412) 264-5100,3278.127706167615,40.5203467570461,-80.2181983245963,5980 University Blvd,,,Moon,15108,US,PA,"['5980 University Blvd', 'Moon, PA 15108']"
wE8OljxUdpI8UbhGay2Xgw,sea-shell-bar-coraopolis,Sea Shell Bar,https://s3-media4.fl.yelpcdn.com/bphoto/-y8wJSuEaluj2z42lRd8Fg/o.jpg,False,https://www.yelp.com/biz/sea-shell-bar-coraopolis?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,42,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,['delivery'],$$,+14122621980,(412) 262-1980,2330.2249111907054,40.510761,-80.21424,932 Beaver Grade Rd,,,Coraopolis,15108,US,PA,"['932 Beaver Grade Rd', 'Coraopolis, PA 15108']"
ff-gd07sG0Y_4i67LqORSA,tokyo-hibachi-and-sushi-moon-township,Tokyo Hibachi and Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/cQUg1qk-Wsl_yIap6jMYaw/o.jpg,False,https://www.yelp.com/biz/tokyo-hibachi-and-sushi-moon-township?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,34,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,['delivery'],$$,+14122643338,(412) 264-3338,3398.275720553912,40.52081698370459,-80.21959806095487,5990 University Blvd,Ste 18,Moon Plaza,Moon Township,15108,US,PA,"['5990 University Blvd', 'Ste 18', 'Moon Plaza', 'Moon Township, PA 15108']"
DUuZjarJ7vOHJNEHNI0WUw,anthony-jrs-pizzeria-coraopolis-2,Anthony Jr's Pizzeria,https://s3-media3.fl.yelpcdn.com/bphoto/8PcV6k_fot4S40X9L4pPaA/o.jpg,False,https://www.yelp.com/biz/anthony-jrs-pizzeria-coraopolis-2?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,65,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.5,['delivery'],$$,+14122646070,(412) 264-6070,3085.771680623942,40.51704370024462,-80.16338673534611,1024 5th Ave,,,Coraopolis,15108,US,PA,"['1024 5th Ave', 'Coraopolis, PA 15108']"
h9jF_8nSI8uYU7aTIkaW5Q,zukos-pizza-coraopolis,Zuko's Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/CT1bczeUmOdWc5oH_nRmNQ/o.jpg,False,https://www.yelp.com/biz/zukos-pizza-coraopolis?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,22,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.5,['delivery'],,+14122622299,(412) 262-2299,3078.60778206233,40.5174185453069,-80.1639234647155,1009 5th Ave,,,Coraopolis,15108,US,PA,"['1009 5th Ave', 'Coraopolis, PA 15108']"
CqNRlHAz0LIVobHR4tYqnw,brighton-hot-dog-shoppe-moon-twp,Brighton Hot Dog Shoppe,https://s3-media3.fl.yelpcdn.com/bphoto/Qfx3DRfl9SJcg2lDt1hdRA/o.jpg,False,https://www.yelp.com/biz/brighton-hot-dog-shoppe-moon-twp?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,30,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.0,[],$,+14122999212,(412) 299-9212,3524.1792967968545,40.52117,-80.21952,5990 University Blvd,,,Moon TWP,15108,US,PA,"['5990 University Blvd', 'Moon TWP, PA 15108']"
s8T0bveR5719u33z1XTvSw,back-burner-bar-and-grill-coraopolis,Back Burner Bar & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/EgtBYDH2vIH4THzU2aUucA/o.jpg,False,https://www.yelp.com/biz/back-burner-bar-and-grill-coraopolis?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,22,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,"['pickup', 'delivery']",,+14123757755,(412) 375-7755,3058.2712443247756,40.51934,-80.16671,870 4th Ave,,,Coraopolis,15108,US,PA,"['870 4th Ave', 'Coraopolis, PA 15108']"
Ef0WLuzSbnSuIKu5i-Z2_g,outback-steakhouse-coraopolis-2,Outback Steakhouse,https://s3-media2.fl.yelpcdn.com/bphoto/zfB0mKwfIRJeyXRLveu9xg/o.jpg,False,https://www.yelp.com/biz/outback-steakhouse-coraopolis-2?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,64,"[{'alias': 'steak', 'title': 'Steakhouses'}]",3.5,[],$$,+14128090120,(412) 809-0120,4750.993675511182,40.45740513164127,-80.1792073155772,1400 Marketplace Blvd,,,Coraopolis,15108,US,PA,"['1400 Marketplace Blvd', 'Coraopolis, PA 15108']"
Hpb4Sayep_3Ccd-35ww1hw,jacksons-restaurant-coraopolis,Jacksons Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/Avlf4WMCZc99RgrRIWhyoA/o.jpg,False,https://www.yelp.com/biz/jacksons-restaurant-coraopolis?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,43,"[{'alias': 'newamerican', 'title': 'American (New)'}]",3.0,"['pickup', 'delivery']",$$,+14123291405,(412) 329-1405,2998.022487145283,40.5090484619141,-80.2245635986328,8402 University Blvd,,,Coraopolis,15108,US,PA,"['8402 University Blvd', 'Coraopolis, PA 15108']"
AhmCLltQ3lLzS7kotgiVOg,t-g-i-fridays-pittsburgh-international-airport-coraopolis,T.G.I FRiDAY'S Pittsburgh International Airport,https://s3-media1.fl.yelpcdn.com/bphoto/g6lOlkFe2TuGjKoEUzkC5A/o.jpg,False,https://www.yelp.com/biz/t-g-i-fridays-pittsburgh-international-airport-coraopolis?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,31,"[{'alias': 'newamerican', 'title': 'American (New)'}]",3.5,[],$$,+14124725160,(412) 472-5160,3731.5844114180427,40.494025,-80.234885,Pittsburgh International Airport,,Concourse A,Coraopolis,15108,US,PA,"['Pittsburgh International Airport', 'Concourse A', 'Coraopolis, PA 15108']"
9WTeG-SK2-_Ets4NtRkqMw,pizzeria-coraopolis,Pizzeria,https://s3-media3.fl.yelpcdn.com/bphoto/AgfYXnFGk6nDbr95_kLe_w/o.jpg,False,https://www.yelp.com/biz/pizzeria-coraopolis?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,12,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,['delivery'],,+14122648735,(412) 264-8735,3340.106636655286,40.5170699,-80.15936,1225 4th Ave,,,Coraopolis,15108,US,PA,"['1225 4th Ave', 'Coraopolis, PA 15108']"
QqpzPFFHeHqyWSPZI-DkvQ,the-hangar-coraopolis-2,The Hangar,https://s3-media2.fl.yelpcdn.com/bphoto/kEhescT6oSAptcb4XxtNEQ/o.jpg,False,https://www.yelp.com/biz/the-hangar-coraopolis-2?adjust_creative=lXIxM4eMX3VfaB9_R9OWLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lXIxM4eMX3VfaB9_R9OWLQ,55,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.0,"['pickup', 'delivery']",$,+17244579630,(724) 457-9630,5788.3632020509685,40.52662,-80.24941,500 Flaugherty Run Rd,,,Coraopolis,15108,US,PA,"['500 Flaugherty Run Rd', 'Coraopolis, PA 15108']"
